"Date","Time","Group Name","Latitude","Longitude","Altitude","Forest Type","Hole Diameter"
"5/07/2015","2:36:11 PM","yellow 3","","","","",""
"5/07/2015","2:37:04 PM","yellow 3","-25.55693276","153.06635911","155.699996948242","",""
"5/07/2015","3:07:27 PM","yellow","","","","",""
"5/07/2015","3:07:40 PM","yellow","-25.55765826","153.06728619","159.899993896484","",""
"5/07/2015","3:10:17 PM","yellow","-25.55817265","153.06731752","139.199996948242","Tall Open","25"
"5/07/2015","3:11:07 PM","yellow","","","","",""
"5/07/2015","3:11:10 PM","yellow","-25.55837697","153.06734235","149.399993896484","",""
"5/07/2015","3:17:44 PM","yellow","-25.55937703","153.0681764","132.5","Tall Open","40"
"5/07/2015","3:18:09 PM","yellow","-25.55937535","153.06816663","132.100006103516","Tall Open","33"
"5/07/2015","3:20:51 PM","yellow","-25.55960223","153.06848962","148.399993896484","",""
"5/07/2015","3:22:20 PM","yellow","-25.55973759","153.06883968","141.5","Tall Open","23"
"5/07/2015","3:22:58 PM","yellow","-25.55971836","153.06885829","144.199996948242","Tall Open","43"
"5/07/2015","3:23:55 PM","yellow","-25.55969949","153.06903473","151.100006103516","Tall Open","19"
"5/07/2015","3:25:08 PM","yellow","-25.55970768","153.06924525","155.399993896484","Tall Open","27"
"5/07/2015","3:25:56 PM","yellow","-25.55969269","153.06933629","155.699996948242","Tall Open","31"
"5/07/2015","3:26:43 PM","yellow","-25.55972782","153.06933828","153.800003051758","Tall Open","35"
"5/07/2015","3:27:26 PM","yellow","-25.55972301","153.06939581","154.199996948242","Tall Open","24"
"5/07/2015","3:27:45 PM","yellow","-25.55971919","153.0694168","154","Tall Open","23"
"5/07/2015","3:28:08 PM","yellow","-25.5597508","153.06947733","159.199996948242","Tall Open","15"
"5/07/2015","3:28:18 PM","yellow","-25.55975491","153.06948837","159","Tall Open","20"
"5/07/2015","3:29:44 PM","yellow","-25.55992281","153.06939071","161.100006103516","Tall Open","25"
