"Date","Time","Group Name","Latitude","Longitude","Altitude","Forest Type","Hole Diameter"
"3/07/2015","12:50:40 PM","redfridaywitty","","","","",""
"3/07/2015","12:50:54 PM","redfridaywitty","-25.59902199","153.09143188","62.2999992370605","",""
"3/07/2015","12:53:19 PM","redfridaywitty","-25.59902489","153.09143249","57.5999984741211","Tall Open","5"
"3/07/2015","12:53:23 PM","redfridaywitty","-25.59902671","153.0914336","57.5","Tall Open","5"
"3/07/2015","1:26:16 PM","redfridaywitty","-25.5866988","153.08316617","96.5999984741211","Tall Open","2"
"3/07/2015","1:54:54 PM","redfridaywitty","-25.57811247","153.07614215","179.699996948242","Tall Open","0.3"
"3/07/2015","1:55:04 PM","redfridaywitty","-25.57811246","153.07614215","181.800003051758","","0.5"
"3/07/2015","1:56:05 PM","redfridaywitty","-25.57811233","153.0761422","185.899993896484","Tall Open","0"
"3/07/2015","2:14:34 PM","redfridaywitty","-25.58660211","153.08311983","90.8000030517578","Tall Open","15"
"3/07/2015","2:22:55 PM","redfridaywitty","-25.5883338","153.08365181","78.3000030517578","Tall Open","20"
"3/07/2015","2:25:59 PM","redfridaywitty","-25.58980931","153.08413831","85.1999969482422","","12"
"3/07/2015","2:03:40 PM","green spider group one","","","","",""
"3/07/2015","2:04:19 PM","green spider group one","-25.55707581","153.06626599","143.699996948242","",""
"3/07/2015","2:06:14 PM","green spider group one","-25.55712058","153.06625419","141.100006103516","",""
"3/07/2015","3:10:46 PM","green spider group one","-25.5685279","153.07178508","140.199996948242","",""
"3/07/2015","3:30:56 PM","green spider group one","-25.57482723","153.07385289","155","Medium Open","20"
"3/07/2015","3:31:01 PM","green spider group one","-25.57482661","153.07385628","156.600006103516","Medium Open","29"
"3/07/2015","3:35:26 PM","green spider group one","-25.57495405","153.07383253","155.800003051758","Medium Open","25"
"3/07/2015","3:35:31 PM","green spider group one","-25.57495465","153.07382739","154.600006103516","Medium Open","26"
"3/07/2015","3:37:14 PM","green spider group one","-25.57506001","153.07381432","155","Medium Open","32"
"3/07/2015","3:38:00 PM","green spider group one","-25.5751001","153.07381944","150.899993896484","Medium Open","28"
