"Date","Time","group","Latitude","Longitude","location notes","zonal point","Intertidal zone","TapePoint","quarter","Distance from point","Height","Circumference","stems","Bud 1 Live","Bud 1 Dead","Bud 2 Live","Bud 2 Dead","Bud 3 Live","Bud 3 Dead","Leaf","leaf distorted ?","% of leaf missing","number of Mines","number of Galls"
"28/06/2015","1:17:53 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 4","True","","True","","","","Leaf 5","","10","1","0"
"28/06/2015","1:18:10 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 4","True","","True","","","","Leaf 6","True","10","0","0"
"28/06/2015","1:18:50 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 5","","True","","","","","Leaf 1","True","20","0","0"
"28/06/2015","1:19:00 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 5","","True","","","","","Leaf 2","True","30","0","0"
"28/06/2015","1:19:16 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 5","","True","","","","","Leaf 3","","10","0","0"
"28/06/2015","1:19:43 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 5","","True","","","","","Leaf 4","True","15","1","0"
"28/06/2015","1:20:05 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 5","","True","","","","","Leaf 5","","2","0","0"
"28/06/2015","1:20:17 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 5","","True","","","","","Leaf 6","True","5","0","0"
"28/06/2015","1:21:00 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 6","","True","","True","","True","Leaf 1","","2","0","0"
"28/06/2015","1:21:08 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 6","","True","","True","","True","Leaf 2","","2","0","0"
"28/06/2015","1:21:20 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 6","","True","","True","","True","Leaf 3","True","60","0","0"
"28/06/2015","1:21:36 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 6","","True","","True","","True","Leaf 4","","3","0","0"
"28/06/2015","1:21:57 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 6","","True","","True","","True","Leaf 5","True","70","0","0"
"28/06/2015","1:22:09 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 6","","True","","True","","True","Leaf 6","True","10","0","0"
"28/06/2015","1:22:51 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 7","True","","","True","","","Leaf 1","True","25","0","0"
"28/06/2015","1:23:02 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 7","True","","","True","","","Leaf 2","True","50","0","0"
"28/06/2015","1:23:33 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 7","True","","","True","","","Leaf 3","True","15","0","0"
"28/06/2015","1:23:50 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 7","True","","","True","","","Leaf 4","True","10","0","1"
"28/06/2015","1:24:04 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 7","True","","","True","","","Leaf 5","True","10","0","0"
"28/06/2015","1:24:21 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 7","True","","","True","","","Leaf 6","True","20","0","1"
"28/06/2015","1:25:47 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 8","True","","True","","","","Leaf 1","","5","0","6"
"28/06/2015","1:26:05 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 8","True","","True","","","","Leaf 2","True","15","0","6"
"28/06/2015","1:26:41 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 8","True","","True","","","","Leaf 3","True","10","0","13"
"28/06/2015","1:27:00 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 8","True","","True","","","","Leaf 4","","20","0","5"
"28/06/2015","1:27:28 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 8","True","","True","","","","Leaf 5","True","30","0","11"
"28/06/2015","1:28:07 PM","gary","","","","Seaward","Low","15","quarter 4","19.1","10","152","stem 8","True","","True","","","","Leaf 6","True","25","0","12"
"28/06/2015","1:55:16 PM","gary","-25.45907926","153.01608961","","","Low","15","return to transect point","19.1","10","152","return>quarter","True","","True","","","","return to stem","","","",""
"28/06/2015","9:50:06 AM","yb1","","","","","","","","","","","","","","","","","","","","","",""
"28/06/2015","9:53:13 AM","yb1","-25.44885224","152.98942882","","","","","","","","","","","","","","","","","","","",""
"28/06/2015","9:53:48 AM","yb1","-25.44886848","152.98942601","","Landward - Creek","Low","20","","","","","","","","","","","","","","","",""
"28/06/2015","10:03:35 AM","yb1","","","","Landward - Creek","Low","20","quarter 1","0.9","0.54","17","stem 1","","","True","","","","Leaf 1","","100","0","0"
"28/06/2015","10:03:57 AM","yb1","","","","Landward - Creek","Low","20","quarter 1","0.9","0.54","17","stem 1","","","True","","","","Leaf 2","True","5","0","0"
"28/06/2015","10:04:12 AM","yb1","","","","Landward - Creek","Low","20","quarter 1","0.9","0.54","17","stem 1","","","True","","","","Leaf 3","True","1","0","0"
"28/06/2015","10:04:33 AM","yb1","","","","Landward - Creek","Low","20","quarter 1","0.9","0.54","17","stem 1","","","True","","","","Leaf 4","True","1","0","1"
"28/06/2015","10:04:41 AM","yb1","","","","Landward - Creek","Low","20","quarter 1","0.9","0.54","17","stem 1","","","True","","","","Leaf 5","","","",""
"28/06/2015","10:04:43 AM","yb1","","","","Landward - Creek","Low","20","quarter 1","0.9","0.54","17","stem 1","","","True","","","","Leaf 6","","","",""
"28/06/2015","10:05:05 AM","yb1","","","","Landward - Creek","Low","20","quarter 1","0.9","0.54","17","stem 1","","","True","","","","Leaf 5","","","",""
"28/06/2015","10:05:06 AM","yb1","","","","Landward - Creek","Low","20","quarter 1","0.9","0.54","17","stem 1","","","True","","","","Leaf 6","","","",""
"28/06/2015","10:07:42 AM","blue yellow 1","","","","","","","","","","","","","","","","","","","","","",""
"28/06/2015","10:08:04 AM","blue yellow 1","-25.44883918","152.98944253","","","","","","","","","","","","","","","","","","","",""
"28/06/2015","10:08:34 AM","blue yellow 1","-25.44883834","152.98944278","","","","","","","","","","","","","","","","","","","",""
"28/06/2015","10:08:52 AM","blue yellow 1","-25.448839","152.98944148","","Landward - Creek","Low","9","","","","","","","","","","","","","","","",""
"28/06/2015","10:10:51 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 2","True","","","","","","Leaf 1","","0","0","0"
"28/06/2015","10:11:09 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 2","True","","","","","","Leaf 2","","0","0","0"
"28/06/2015","10:12:25 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 2","True","","","","","","Leaf 3","True","5","0","35"
"28/06/2015","10:13:09 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 2","True","","","","","","Leaf 4","True","5","1","10"
"28/06/2015","10:13:45 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 2","True","","","","","","Leaf 5","True","20","0","17"
"28/06/2015","10:14:23 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 2","True","","","","","","Leaf 6","","0","0","27"
"28/06/2015","10:14:48 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 2","True","","","","","","Leaf 1","","0","0","0"
"28/06/2015","10:15:53 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 1","True","","","","","","Leaf 1","True","2","0","18"
"28/06/2015","10:16:17 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 1","True","","","","","","Leaf 2","","0","0","19"
"28/06/2015","10:16:46 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 1","True","","","","","","Leaf 3","","0","0","43"
"28/06/2015","10:17:08 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 1","True","","","","","","Leaf 4","","0","0","17"
"28/06/2015","10:17:16 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 1","True","","","","","","Leaf 5","","","",""
"28/06/2015","10:17:18 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 1","True","","","","","","Leaf 6","","","",""
"28/06/2015","10:18:22 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 3","True","","","","","","Leaf 1","","0","0","39"
"28/06/2015","10:18:49 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 3","True","","","","","","Leaf 2","","0","0","55"
"28/06/2015","10:19:08 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 3","True","","","","","","Leaf 4","True","25","0","5"
"28/06/2015","10:19:44 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 4","","True","","","","","Leaf 1","True","15","0","16"
"28/06/2015","10:20:05 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 4","","True","","","","","Leaf 2","True","15","0","14"
"28/06/2015","10:20:20 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 4","","True","","","","","Leaf 3","","0","0","9"
"28/06/2015","10:20:44 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 4","","True","","","","","Leaf 4","","0","0","7"
"28/06/2015","10:21:20 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 5","","True","","","","","Leaf 1","","0","0","0"
"28/06/2015","10:21:29 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 5","","True","","","","","Leaf 2","","0","0","0"
"28/06/2015","10:21:43 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 5","","True","","","","","Leaf 3","True","15","0","3"
"28/06/2015","10:21:55 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 5","","True","","","","","Leaf 4","True","10","0","11"
"28/06/2015","10:22:15 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 5","","True","","","","","Leaf 5","True","5","0","14"
"28/06/2015","10:22:34 AM","blue yellow 1","","","","Landward - Creek","Low","9","quarter 1","0.7","0.5","17","stem 5","","True","","","","","Leaf 6","","0","0","15"
"28/06/2015","10:23:35 AM","yellow blue 1","","","","","","","","","","","","","","","","","","","","","",""
"28/06/2015","10:23:40 AM","yellow blue 1","-25.44886544","152.98946023","","","","","","","","","","","","","","","","","","","",""
"28/06/2015","10:24:03 AM","yellow blue 1","-25.44886545","152.98946008","","Landward - Creek","Low","20","","","","","","","","","","","","","","","",""
"28/06/2015","10:25:39 AM","yellow blue 1","-25.44886042","152.98946577","","","Low","20","quarter 1","35","17","15","stem 8","","","","","","","Apical Bud","","","",""
"28/06/2015","10:26:06 AM","yellow blue 1","-25.44886863","152.98945644","","Landward - Creek","Low","20","quarter 1","35","17","15","stem 8","","","","","","","Apical Bud","","","",""
"28/06/2015","10:27:03 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 1","20","17","15","stem 8","","True","","","","","Leaf 1","","0","0","0"
"28/06/2015","10:27:30 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 1","20","17","15","stem 8","","True","","","","","Leaf 2","","0","0","1"
"28/06/2015","10:27:56 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 1","20","17","15","stem 8","","True","","","","","Leaf 3","True","15","0","24"
"28/06/2015","10:28:13 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 1","20","17","15","stem 8","","True","","","","","Leaf 4","True","15","0","33"
"28/06/2015","10:28:56 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 1","20","17","15","stem 8","","True","","","","","Leaf 5","","0","0","0"
"28/06/2015","10:29:23 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 1","20","17","15","stem 8","","True","","","","","Leaf 6","","0","0","1"
"28/06/2015","10:30:44 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 1","","True","True","","","","Leaf 1","True","1","0","0"
"28/06/2015","10:30:59 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 1","","True","True","","","","Leaf 2","True","15","0","0"
"28/06/2015","10:31:17 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 1","","True","True","","","","Leaf 3","True","15","0","0"
"28/06/2015","10:31:32 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 1","","True","True","","","","Leaf 4","True","50","0","1"
"28/06/2015","10:31:46 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 1","","True","True","","","","Leaf 5","True","10","0","0"
"28/06/2015","10:31:54 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 1","","True","True","","","","Leaf 6","True","50","0","0"
"28/06/2015","10:32:34 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 2","True","","","","","","Leaf 1","","0","0","0"
"28/06/2015","10:32:43 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 2","True","","","","","","Leaf 2","True","2","0","0"
"28/06/2015","10:32:51 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 2","True","","","","","","Leaf 3","True","5","0","0"
"28/06/2015","10:33:02 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 2","True","","","","","","Leaf 4","True","5","0","0"
"28/06/2015","10:33:06 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 2","True","","","","","","Leaf 5","","","",""
"28/06/2015","10:34:20 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 3","True","","","True","","True","Leaf 1","True","5","0","0"
"28/06/2015","10:34:27 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 3","True","","","True","","True","Leaf 2","True","10","0","0"
"28/06/2015","10:34:40 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 3","True","","","True","","True","Leaf 3","True","40","0","1"
"28/06/2015","10:34:56 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 3","True","","","True","","True","Leaf 4","True","40","1","0"
"28/06/2015","10:35:20 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 3","True","","","True","","True","Leaf 5","True","3","1","0"
"28/06/2015","10:35:30 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 3","True","","","True","","True","Leaf 6","True","15","0","0"
"28/06/2015","10:35:56 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 4","True","","","","","","Leaf 1","True","5","0","0"
"28/06/2015","10:35:59 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 4","True","","","","","","Leaf 2","","","",""
"28/06/2015","10:36:03 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 4","True","","","","","","Leaf 1","","","","2"
"28/06/2015","10:36:07 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 4","True","","","","","","Leaf 3","","","",""
"28/06/2015","10:36:16 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 4","True","","","","","","Leaf 2","True","10","0","1"
"28/06/2015","10:36:33 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 4","True","","","","","","Leaf 3","True","","0",""
"28/06/2015","10:36:46 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 4","True","","","","","","Leaf 3","True","10","0","0"
"28/06/2015","10:36:54 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 4","True","","","","","","Leaf 4","True","15","0","0"
"28/06/2015","10:37:13 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 4","True","","","","","","Leaf 5","","","",""
"28/06/2015","10:37:41 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 5","True","","True","","","","Leaf 1","True","5","0","19"
"28/06/2015","10:37:55 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 5","True","","True","","","","Leaf 2","","0","0","7"
"28/06/2015","10:38:12 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 5","True","","True","","","","Leaf 3","True","2","0","0"
"28/06/2015","10:38:19 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 5","True","","True","","","","Leaf 4","True","2","0","0"
"28/06/2015","10:38:31 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 5","True","","True","","","","Leaf 5","True","25","0","0"
"28/06/2015","10:38:41 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 5","True","","True","","","","Leaf 5","True","10","0","0"
"28/06/2015","10:38:47 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 5","True","","True","","","","Leaf 6","","","",""
"28/06/2015","10:39:59 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 6","","True","","True","True","","Leaf 1","True","3","0","0"
"28/06/2015","10:40:09 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 6","","True","","True","True","","Leaf 2","True","5","1","0"
"28/06/2015","10:40:18 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 6","","True","","True","True","","Leaf 3","True","5","5","0"
"28/06/2015","10:40:27 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 6","","True","","True","True","","Leaf 4","True","3","1","0"
"28/06/2015","10:40:44 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 6","","True","","True","True","","Leaf 5","True","15","0","9"
"28/06/2015","10:40:58 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 6","","True","","True","True","","Leaf 6","True","10","0","14"
"28/06/2015","10:41:25 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 7","","True","","","","","Leaf 1","True","10","0","0"
"28/06/2015","10:41:31 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 7","","True","","","","","Leaf 2","True","5","1","0"
"28/06/2015","10:41:43 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 7","","True","","","","","Leaf 3","True","5","0","0"
"28/06/2015","10:41:45 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 7","","True","","","","","Leaf 5","","","",""
"28/06/2015","10:41:50 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 7","","True","","","","","Leaf 4","True","15","0","0"
"28/06/2015","10:41:59 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 7","","True","","","","","Leaf 5","True","10","0","0"
"28/06/2015","10:42:13 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 7","","True","","","","","Leaf 6","True","15","1","0"
"28/06/2015","10:42:36 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 8","","True","","","","","Leaf 1","True","5","0","0"
"28/06/2015","10:42:48 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 8","","True","","","","","Leaf 2","True","50","0","0"
"28/06/2015","10:43:04 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 8","","True","","","","","Leaf 3","True","5","0","25"
"28/06/2015","10:43:06 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 8","","True","","","","","Leaf 5","","","",""
"28/06/2015","10:43:14 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.45","0.2","25","stem 8","","True","","","","","Leaf 4","True","10","0","7"
"28/06/2015","10:44:51 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 1","True","","","","","","Leaf 1","True","50","0","0"
"28/06/2015","10:45:01 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 1","True","","","","","","Leaf 2","","0","0","0"
"28/06/2015","10:45:13 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 1","True","","","","","","Leaf 3","True","60","0","0"
"28/06/2015","10:45:26 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 1","True","","","","","","Leaf 4","","0","2","0"
"28/06/2015","10:45:40 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 1","True","","","","","","Leaf 5","True","50","2","0"
"28/06/2015","10:46:04 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 2","","True","True","","","","Leaf 1","True","10","0","6"
"28/06/2015","10:46:17 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 2","","True","True","","","","Leaf 2","True","5","1","0"
"28/06/2015","10:46:34 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 2","","True","True","","","","Leaf 3","True","20","0","10"
"28/06/2015","10:46:44 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 2","","True","True","","","","Leaf 4","True","20","1","17"
"28/06/2015","10:46:51 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 2","","True","True","","","","Leaf 5","True","15","2","0"
"28/06/2015","10:47:01 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 2","","True","True","","","","Leaf 6","True","10","2","0"
"28/06/2015","10:47:20 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 3","","True","","","","","Leaf 1","True","23","0","0"
"28/06/2015","10:47:27 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 3","","True","","","","","Leaf 2","True","5","0","0"
"28/06/2015","10:47:30 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 3","","True","","","","","Leaf 3","","","",""
"28/06/2015","10:47:48 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 4","True","","","","","","Leaf 1","True","2","0","0"
"28/06/2015","10:47:53 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 4","True","","","","","","Leaf 2","True","5","0","0"
"28/06/2015","10:47:55 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 4","True","","","","","","Leaf 4","","","",""
"28/06/2015","10:48:02 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 4","True","","","","","","Leaf 3","True","6","0","0"
"28/06/2015","10:48:09 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 4","True","","","","","","Leaf 4","True","10","0","0"
"28/06/2015","10:48:21 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 4","True","","","","","","Leaf 5","","0","0","0"
"28/06/2015","10:48:43 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 5","","True","","","","","Leaf 1","True","10","1","0"
"28/06/2015","10:49:04 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 6","","True","","","","","Leaf 1","","0","0","0"
"28/06/2015","10:49:14 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 6","","True","","","","","Leaf 2","","0","0","0"
"28/06/2015","10:49:29 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 6","","True","","","","","Leaf 3","","0","6","0"
"28/06/2015","10:49:51 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 7","","True","","","","","Leaf 1","True","20","4","0"
"28/06/2015","10:49:59 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 7","","True","","","","","Leaf 2","True","10","1","0"
"28/06/2015","10:50:08 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 2","0.26","0.22","0.06","stem 7","","True","","","","","Leaf 3","True","15","1","0"
"28/06/2015","10:53:26 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 4","1.3","0.38","0.2","stem 1","True","","","","","","Leaf 1","","0","0","0"
"28/06/2015","10:53:32 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 4","1.3","0.38","0.2","stem 1","True","","","","","","Leaf 2","","0","0","0"
"28/06/2015","10:53:39 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 4","1.3","0.38","0.2","stem 1","True","","","","","","Leaf 3","","0","0","0"
"28/06/2015","10:53:44 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 4","1.3","0.38","0.2","stem 1","True","","","","","","Leaf 5","","0","0","0"
"28/06/2015","10:53:53 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 4","1.3","0.38","0.2","stem 1","True","","","","","","Leaf 6","","0","0","0"
"28/06/2015","10:55:16 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 4","1.3","0.38","0.2","stem 2","","True","","","","","Leaf 1","True","5","0","0"
"28/06/2015","10:55:33 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 4","1.3","0.38","0.2","stem 2","","True","","","","","Leaf 2","True","10","0","0"
"28/06/2015","10:55:45 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 4","1.3","0.38","0.2","stem 2","","True","","","","","Leaf 3","","0","0","0"
"28/06/2015","10:56:44 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 4","1.3","0.38","0.2","stem 3","True","","","","","","Leaf 1","","0","0","0"
"28/06/2015","10:56:49 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 4","1.3","0.38","0.2","stem 3","True","","","","","","Leaf 2","","0","0","0"
"28/06/2015","10:56:54 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 4","1.3","0.38","0.2","stem 3","True","","","","","","Leaf 3","","0","0","0"
"28/06/2015","10:57:01 AM","yellow blue 1","","","","Landward - Creek","Low","20","quarter 4","1.3","0.38","0.2","stem 3","True","","","","","","Leaf 4","","0","0","0"
