"Date","Time","Group","Distance along tape","Zone","Longitude","Latitude","Dune position","Litter cover","Number active burrows","Number inactive burrows","Number burrows >2cm across","Total number burrows","Ratio active burrows","Ratio >2cm across burrows","Number of trees","Number of ground plants","Living ground cover","Angular Pigface","Coast Headland Pea","Beach Morning Glory","Beach Primrose","Beach Sawthistle","Beach Couch","Beach Spinifex","Blady Grass","Blue Flax Lily","Coastal Jack Bean","Coastal Lovegrass","Devils Twine","Dune Oxalis","Emilia","Everlasting Daisy","Hillside Burrgrass","Marine Couch","Mossman River Grass","Native Cobblers Pegs","Scented Fan Flower","Snake Vine","Tape Vine","Yellow Beach Bean","Coastal Banksia","Red Ash","Coastal Canthium","Native Cherry","Coastal Screw Pine","Coastal Wattle","Coastal She oak","Black Wattle","Twiggy Homoranthus","Mangrove Boobialla","Group color","Week"
"28/06/2015","9:36:42 AM","cuddlefish",80,"60-80m",153.0945634,-25.59775439,"Crest",0.55,0,1,1,1,0,1,2,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,2,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:39:27 AM","cuddlefish",85,"80m-100m",153.0945154,-25.59772366,"Crest",0.95,2,0,2,2,1,1,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:44:03 AM","cuddlefish",90,"80m-100m",153.0944895,-25.59775058,"Downslope",0.75,0,1,1,1,0,1,1,2,0.1,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"red","Week 1"
"28/06/2015","9:54:02 AM","cuddlefish",95,"80m-100m",153.0944715,-25.59775332,"Upslope",0.6,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","8:57:56 AM","Red barron",5,"0-20m",153.0952146,-25.59827456,"Trough",0,0,0,0,0,NA,NA,0,1,0.03,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:04:28 AM","Red barron",0,"0-20m",153.0952136,-25.59828498,"Trough",0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:08:22 AM","Red barron",10,"0-20m",153.0951793,-25.59827071,"Trough",0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:09:19 AM","Red barron",15,"0-20m",NA,NA,"Upslope",0,0,0,0,0,NA,NA,0,1,0.005,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:11:20 AM","Red barron",20,"0-20m",NA,NA,"Upslope",0.35,0,0,0,0,NA,NA,0,2,0.09,0,0,0.01,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:13:37 AM","Red barron",25,"20-40m",153.0950629,-25.59818336,"Crest",0.2,0,9,2,9,0,0.222222222222222,0,2,0.61,0,0,0.01,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:16:15 AM","Red barron",30,"20-40m",NA,NA,"Trough",0.98,0,0,0,0,NA,NA,0,1,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:23:31 AM","Red barron",35,"20-40m",153.0949171,-25.59812728,"Upslope",1,0,0,0,0,NA,NA,0,3,0.16,0,0,0,0,0,0.1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:27:08 AM","Red barron",40,"20-40m",153.094875,-25.59814067,"Crest",0.98,0,0,0,0,NA,NA,1,1,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"red","Week 1"
"28/06/2015","9:29:04 AM","Red barron",45,"40-60m",153.0948466,-25.59813311,"Upslope",0.95,0,0,0,0,NA,NA,1,1,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"red","Week 1"
"28/06/2015","9:31:44 AM","Red barron",50,"40-60m",NA,NA,"Crest",0.95,0,1,1,1,0,1,0,3,0.37,0.15,0,0.02,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:37:23 AM","Red barron",55,"40-60m",153.0947305,-25.59811196,"Downslope",0.2,0,1,1,1,0,1,1,3,0.59,0.4,0,0,0,0,0.15,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"red","Week 1"
"28/06/2015","9:40:21 AM","Red barron",60,"40-60m",153.0946962,-25.59812494,"Downslope",0.8,0,3,1,3,0,0.333333333333333,0,1,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:42:15 AM","Red barron",65,"60-80m",153.0946514,-25.5980981,"Trough",0.4,0,2,0,2,0,0,1,1,0.6,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"red","Week 1"
"28/06/2015","9:44:33 AM","Red barron",70,"60-80m",153.0946002,-25.59806408,"Trough",0.5,0,0,0,0,NA,NA,1,3,0.29,0,0.04,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:54:10 AM","Red barron",75,"60-80m",153.09454,-25.59806051,"Trough",0.5,0,0,0,0,NA,NA,1,2,0.25,0,0,0,0,0,0,0,0.1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"red","Week 1"
"28/06/2015","9:57:37 AM","Red barron",80,"60-80m",NA,NA,"Upslope",0.2,0,1,1,1,0,1,0,2,0.35,0,0,0,0,0,0,0,0.25,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","10:03:50 AM","satoiB",80,"60-80m",153.0946088,-25.59754828,"Trough",0.5,0,1,1,1,0,1,0,3,0.25,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","8:53:04 AM","satoi",0,"0-20m",153.0954519,-25.59769828,"Trough",0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","8:58:14 AM","satoi",5,"0-20m",153.0953427,-25.59768711,"Upslope",0,1,0,1,1,1,1,0,1,0.07,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:01:59 AM","satoi",10,"0-20m",153.0953201,-25.59768731,"Crest",0,1,0,0,1,1,0,0,1,0.23,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:07:00 AM","satoi",15,"0-20m",153.0952749,-25.59767096,"Upslope",0.01,1,0,0,1,1,0,0,1,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:08:56 AM","satoi",20,"0-20m",153.0951875,-25.5976797,"Upslope",0,2,0,0,2,1,0,0,1,0.18,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:10:34 AM","satoi",25,"20-40m",153.095173,-25.59763606,"Upslope",0,0,1,0,1,0,0,0,2,0.35,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:20:55 AM","satoi",30,"20-40m",153.0950673,-25.5977451,"Crest",0.02,1,7,0,8,0.125,0,0,2,0.28,0,0,0,0,0,0,0.2,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:26:41 AM","satoi",35,"20-40m",153.0950708,-25.59761612,"Downslope",0.88,1,1,1,2,0.5,0.5,0,2,0.12,0,0,0,0,0,0,0.02,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:31:23 AM","satoi",40,"20-40m",153.0950405,-25.59765679,"Downslope",0.36,0,0,0,0,NA,NA,0,2,0.63,0.03,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:34:24 AM","satoi",45,"40-60m",153.0950162,-25.59760677,"Upslope",0.43,0,2,1,2,0,0.5,0,2,0.57,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:38:31 AM","satoi",50,"40-60m",153.0949342,-25.59760554,"Trough",0.4,0,3,1,3,0,0.333333333333333,0,3,0.28,0,0,0,0,0,0,0,0.05,0,0,0,0,0.03,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:43:28 AM","satoi",55,"40-60m",153.0948919,-25.59758343,"Upslope",0.6,1,4,1,5,0.2,0.2,0,3,0.36,0,0.01,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","9:57:43 AM","satoi",60,"40-60m",153.0948398,-25.59761239,"Crest",0.9,0,1,0,1,0,0,0,1,0.08,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","10:00:58 AM","satoi",65,"60-80m",153.0947974,-25.59757042,"Crest",0.7,0,1,0,1,0,0,0,2,0.2,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","10:04:45 AM","satoi",70,"60-80m",153.0947269,-25.59757272,"Crest",0.1,0,0,0,0,NA,NA,0,2,0.7,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"28/06/2015","10:06:44 AM","satoi",75,"60-80m",153.0947058,-25.5975742,"Downslope",0.1,0,0,0,0,NA,NA,0,2,0.65,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,"red","Week 1"
"29/06/2015","8:31:27 AM","gazza",0,"0-20m",153.09599508,-25.5956909,"Upslope",0,0,0,0,0,NA,NA,0,1,0.06,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yellow","Week 1"
"29/06/2015","8:47:35 AM","gazza",5,"0-20m",153.09603849,-25.59553713,"Upslope",0.02,0,0,0,0,NA,NA,0,1,0.65,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yellow","Week 1"
"29/06/2015","8:49:02 AM","gazza",10,"0-20m",NA,NA,"Crest",0,1,0,0,1,1,0,0,1,0.07,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yellow","Week 1"
"29/06/2015","8:53:24 AM","gazza",15,"0-20m",153.09595698,-25.59550466,"Trough",0,0,0,0,0,NA,NA,0,1,0.17,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yellow","Week 1"
"29/06/2015","8:55:05 AM","gazza",20,"0-20m",153.09591106,-25.59549721,"Upslope",0.1,0,1,0,1,0,0,0,1,0.02,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yellow","Week 1"
"29/06/2015","8:58:13 AM","gazza",25,"20-40m",153.09585061,-25.59549146,"Upslope",0.05,1,1,0,2,0.5,0,0,1,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yellow","Week 1"
"29/06/2015","9:00:39 AM","gazza",30,"20-40m",153.09582059,-25.59549652,"Trough",0.05,0,8,3,8,0,0.375,2,3,0.4,0.3,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,1,0,0,0,0,0,1,0,0,0,"yellow","Week 1"
"29/06/2015","9:05:30 AM","gazza",35,"20-40m",153.09578537,-25.59544161,"Trough",0.02,0,7,1,7,0,0.142857142857143,1,2,1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,1,0,0,0,"yellow","Week 1"
"29/06/2015","9:09:08 AM","gazza",40,"20-40m",153.0957441,-25.5954492,"Upslope",0.1,0,0,0,0,NA,NA,0,2,0.9,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,"yellow","Week 1"
"29/06/2015","9:11:25 AM","gazza",45,"40-60m",153.09571197,-25.5954279,"Crest",0.15,0,1,0,1,0,0,0,2,0.85,0,0,0,0,0,0.75,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yellow","Week 1"
"29/06/2015","9:14:00 AM","gazza",50,"40-60m",153.09568187,-25.59543911,"Downslope",0.35,0,0,0,0,NA,NA,0,2,0.55,0,0,0,0,0,0.15,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yellow","Week 1"
"29/06/2015","9:18:26 AM","gazza",55,"40-60m",153.0955746,-25.59545083,"Downslope",0.1,0,1,1,1,0,1,1,2,0.9,0,0,0,0,0,0.4,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"yellow","Week 1"
"29/06/2015","9:20:26 AM","gazza",60,"40-60m",153.09555234,-25.59544671,"Trough",0.05,0,0,0,0,NA,NA,1,2,0.95,0,0,0,0,0,0.7,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"yellow","Week 1"
"29/06/2015","9:22:31 AM","gazza",65,"60-80m",153.09547085,-25.59538543,"Trough",0.2,0,1,1,1,0,1,1,3,0.7,0,0,0,0,0,0.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0,0,0,"yellow","Week 1"
"29/06/2015","9:25:05 AM","gazza",70,"60-80m",153.09546669,-25.5953686,"Trough",0.3,0,0,0,0,NA,NA,1,3,0.32,0,0,0,0,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,1,0,0,0,0,0,0,0,0,0,"yellow","Week 1"
"29/06/2015","9:27:20 AM","gazza",75,"60-80m",153.09540048,-25.59533355,"Trough",0.4,0,1,1,1,0,1,1,3,0.6,0,0,0,0,0,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,"yellow","Week 1"
"29/06/2015","9:30:01 AM","gazza",80,"60-80m",153.09538623,-25.59535106,"Upslope",0.4,0,1,1,1,0,1,1,3,0.35,0,0,0,0,0,0.15,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,"yellow","Week 1"
