"Date","Time","Group","Latitude","Longitude","Altitude","Forest Type","Hole Diameter"
"4/07/2015","1:07:43 PM","yellow cheese",-25.59897852,153.0915411,78.59999847,"Tall Open",14
"4/07/2015","1:52:10 PM","yellow cheese",-25.58632489,153.0830769,29.10000038,"Medium Open",15
"4/07/2015","1:52:38 PM","yellow cheese",-25.58646089,153.0832196,82.90000153,"Medium Open",15
"4/07/2015","1:53:49 PM","yellow cheese",-25.58661764,153.0832794,81.30000305,"Medium Open",20
"4/07/2015","2:01:32 PM","yellow cheese",-25.58672703,153.0833798,83,"Medium Open",16
"4/07/2015","2:16:52 PM","yellow cheese",-25.58703398,153.0836071,78.19999695,"Medium Open",14
"4/07/2015","2:24:12 PM","yellow cheese",-25.58719669,153.0835933,88.80000305,"Medium Open",13
"4/07/2015","2:25:09 PM","yellow cheese",-25.58728835,153.0835253,87.69999695,"Medium Open",20
"4/07/2015","2:26:53 PM","yellow cheese",-25.58729323,153.0835601,89.30000305,"Medium Open",13
"4/07/2015","2:42:15 PM","yellow cheese",-25.58772327,153.0836813,83.80000305,"Medium Open",16
"4/07/2015","2:45:57 PM","yellow cheese",-25.58750624,153.0833329,80.59999847,"Medium Open",20
"4/07/2015","2:49:54 PM","yellow cheese",-25.58790327,153.0835393,91,"Medium Open",14
"4/07/2015","2:55:23 PM","yellow cheese",-25.58794979,153.0838035,86.69999695,"Medium Open",14
"4/07/2015","2:56:54 PM","yellow cheese",-25.58816874,153.0836237,82.5,"Medium Open",10
"4/07/2015","3:04:45 PM","yellow cheese",-25.58814712,153.0837731,72.30000305,"Medium Open",13
"4/07/2015","3:25:28 PM","yellow cheese",-25.589217,153.0840454,74.69999695,"Medium Open",13
"4/07/2015","1:56:55 PM","yellow cuddlepie",-25.58679732,153.08323,87.09999847,"Medium Open",25
"4/07/2015","1:57:02 PM","yellow cuddlepie",-25.58680856,153.083235,88.80000305,"Medium Open",25
"4/07/2015","2:00:38 PM","yellow cuddlepie",-25.58688025,153.0832885,91.30000305,"Medium Open",25
"4/07/2015","2:05:03 PM","yellow cuddlepie",-25.58687583,153.0833199,82,"Medium Open",30
"4/07/2015","2:09:12 PM","yellow cuddlepie",-25.58698198,153.0833472,82.09999847,"Medium Open",15
"4/07/2015","2:21:09 PM","yellow cuddlepie",-25.58722099,153.0833758,94.80000305,"Medium Open",20
"4/07/2015","2:29:54 PM","yellow cuddlepie",-25.58734903,153.0832863,95.40000153,"Medium Open",30
"4/07/2015","2:33:51 PM","yellow cuddlepie",-25.58743589,153.0831763,85,"Medium Open",20
"4/07/2015","2:52:37 PM","yellow cuddlepie",-25.58743407,153.0830733,87.90000153,"Medium Open",10
"4/07/2015","3:10:07 PM","yellow cuddlepie",-25.5883631,153.0836151,82.5,"Medium Open",15
"4/07/2015","1:08:25 PM","yellow cuddlepot",-25.59892419,153.0914599,62.20000076,"Tall Open",14
"4/07/2015","2:04:01 PM","yellow cuddlepot",-25.58090497,153.0787853,162.6000061,"Tall Open",35
"4/07/2015","2:06:40 PM","yellow cuddlepot",-25.58115812,153.0789387,162,"Tall Open",30
"4/07/2015","2:06:50 PM","yellow cuddlepot",-25.58115811,153.078939,161.8999939,"Tall Open",25
"4/07/2015","2:09:17 PM","yellow cuddlepot",-25.58125673,153.0790078,160.3999939,"Tall Open",15
"4/07/2015","2:17:46 PM","yellow cuddlepot",-25.58157559,153.0793344,157.6999969,"Tall Open",5
"4/07/2015","2:17:56 PM","yellow cuddlepot",-25.58157859,153.0793386,157.6000061,"Tall Open",3
"4/07/2015","2:23:04 PM","yellow cuddlepot",-25.58175797,153.0794714,155,"Tall Open",3
"4/07/2015","2:26:45 PM","yellow cuddlepot",-25.58198298,153.0796611,154.8000031,"Tall Open",18
"4/07/2015","2:28:46 PM","yellow cuddlepot",-25.58201624,153.0797603,152.5,"Tall Open",16
"4/07/2015","2:29:39 PM","yellow cuddlepot",-25.58204505,153.0798287,152,"Tall Open",11
"4/07/2015","2:32:16 PM","yellow cuddlepot",-25.58207101,153.0798971,147.1999969,"Tall Open",24
"4/07/2015","2:51:40 PM","yellow cuddlepot",-25.58326252,153.0806437,139.3000031,"Tall Open",18
"4/07/2015","3:02:09 PM","yellow cuddlepot",-25.58335445,153.0808899,139.6999969,"Tall Open",25
"4/07/2015","1:08:25 PM","yellowsnugglepie",-25.59894697,153.0914185,59.70000076,"Tall Open",14
"4/07/2015","1:09:02 PM","yellowsnugglepie",-25.59891762,153.0914711,63.90000153,"Tall Open",14
"4/07/2015","2:02:03 PM","yellowsun",-25.58078631,153.0786085,154.8999939,"Tall Open",1
"4/07/2015","2:04:09 PM","yellowsun",-25.58102947,153.0787394,166.6000061,"Tall Open",15
"4/07/2015","2:06:05 PM","yellowsun",-25.58103137,153.0787416,160,"Tall Open",15
"4/07/2015","2:07:49 PM","yellowsun",-25.58108583,153.0788068,158.1000061,"Tall Open",20
"4/07/2015","2:50:07 PM","yellowsun",-25.58319636,153.080643,142.8999939,"Tall Open",25
"4/07/2015","3:07:16 PM","yellowsun",-25.58321115,153.0805656,160.6000061,"Tall Open",1
